ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,EventTemplateID,EventName,EventType,EventDescription,EventRecurrencePattern,EventDefaultCapacity,EventOccurrenceID,EventTemplateID.1,EventName.1,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline,RegistrationID,ParticipantID.1,EventOccurrenceID.1,RegistrationStatus,RegistrationAttendedFlag,RegistrationCheckInTime,RegistrationCreatedAt,SurveyID,RegistrationID.1,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate,MilestoneID,ParticipantID.2,MilestoneTitle,MilestoneDate,DonationID,ParticipantID.3,DonationDate,DonationAmount
755,leah.garcia782@ellarises.org,Leah,Garcia,12/3/2001 0:00,participant,801-479-7791,Taylorsville,UT,84655,Cafe Rio,Arts,,,,,,,755,5,Intro to Painting Class,11/18/2021 10:00,11/18/2021 12:00,Community Center Room A,100,11/11/2021 10:00,755,453,577,attended,1,10/13/2023 10:20,9/21/2023 10:00,755,1008,4,4,4,5,4.25,Promoter,"In my opinion, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic. In my opinion, the resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. There were concrete examples I can reuse at school, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; It was useful overall.",9/19/2023 15:19,755,552,High School Diploma,2/2/2029,,,,
756,camila.gonzalez783@studentmail.org,Camila,Gonzalez,12/12/1998 0:00,participant,801-767-9037,Bountiful,UT,84297,Community Center,Arts,,,,,,,756,10,Monthly Art Studio Workshop,1/15/2024 10:00,1/15/2024 12:00,Community Center Room A,100,1/8/2024 10:00,756,453,578,attended,1,10/15/2025 10:15,10/9/2025 10:00,756,1009,5,5,5,4,4.75,Passive,"The pacing made complex ideas feel doable, the web dev sprint during Data Science Study Group really clicked for me; This pushed me to apply for a related program. (wish there had been more time). I left with actionable next steps, the web dev sprint during Data Science Study Group really clicked for me; I left energized to keep learning.",6/27/2024 19:18,756,553,BS in Data Analytics,11/17/2034,,,,
757,brooklyn.young784@community.org,Brooklyn,Young,11/22/2003 0:00,participant,801-202-3523,West Jordan,UT,84028,BYU,Both,,,,,,,757,8,Web Dev Bootcamp Night,11/1/2024 10:00,11/1/2024 12:00,Community Center Room A,100,10/25/2024 10:00,757,454,579,attended,1,1/15/2022 10:14,1/10/2022 10:00,757,1010,4,4,4,4,4,Passive,"There were concrete examples I can reuse at school, the Arduino demo during Data Science Study Group really clicked for me; I'm curious to see how the next session improves! The Arduino demo during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; It was useful overall.",9/15/2022 23:13,757,554,BS in Data Analytics,11/17/2034,,,,
758,jack.davis785@learners.net,Jack,Davis,8/22/1998 0:00,participant,801-703-5009,Taylorsville,UT,84184,East Ridge Middle,Arts,,,,,,,758,8,Web Dev Bootcamp Night,8/5/2022 10:00,8/5/2022 12:00,Ella Rises HQ,100,7/29/2022 10:00,758,454,580,attended,1,4/29/2025 10:10,4/10/2025 10:00,758,1011,5,5,5,5,5,Promoter,"The organizers ran things smoothly even with a big crowd, the Arduino demo during Web Dev Bootcamp Night really clicked for me (snacks were a plus). At first, there were concrete examples I can reuse at school, the coding challenges during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning.",12/21/2024 2:00,758,555,BS in Data Analytics,11/17/2034,,,,
759,jackson.jones786@learners.net,Jackson,Jones,2/1/2012 0:00,participant,801-646-5225,Spanish Fork,UT,84580,Tech Apprenticeship,Arts,,,,,,,759,3,Girls in STEAM Mentoring,6/24/2025 10:00,6/24/2025 12:00,Ella Rises HQ,100,6/17/2025 10:00,759,454,39,attended,1,8/1/2024 10:18,7/20/2024 10:00,759,1012,4,5,5,3,4.25,Detractor,"Overall, the mentors were down-to-earth and answered real questions, the networking breakouts during Girls in STEAM Mentoring really clicked for me; It was useful overall. Overall, the resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. The hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",9/29/2022 3:09,759,556,Middle School Diploma,1/9/2023,,,,
760,avery.white787@ellarises.org,Avery,White,4/12/2001 0:00,participant,801-795-1958,Layton,UT,84167,UVU,Arts,,,,,,,760,1,Mentor Office Hours,2/11/2024 10:00,2/11/2024 12:00,Community Center Room A,100,2/4/2024 10:00,760,454,581,attended,1,9/12/2024 10:21,8/30/2024 10:00,760,1013,4,5,5,5,4.75,Promoter,"The resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps. The resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time.  which surprised me in a good way. In my opinion, the resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend.",5/12/2025 1:23,760,556,Apprentice Technician,2/5/2023,,,,
761,camila.thompson788@studentmail.org,Camila,Thompson,4/9/2012 0:00,participant,801-569-7873,Provo,UT,84280,Startup Lab,Arts,,,,,,,761,5,Intro to Painting Class,4/10/2025 10:00,4/10/2025 12:00,Art Studio 2,100,4/3/2025 10:00,761,454,582,no-show,0,,11/18/2023 10:00,761,1014,4,4,4,5,4.25,Promoter,"The goal-setting exercise during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; It was useful overall! The pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me.",10/20/2025 13:07,761,557,MBA,8/11/2024,,,,
762,charlotte.jackson789@learners.net,Charlotte,Jackson,5/7/2002 0:00,participant,801-278-9419,Pleasant Grove,UT,84655,Retail Store,Both,,,,,,,762,8,Web Dev Bootcamp Night,2/17/2023 10:00,2/17/2023 12:00,Community Center Room A,100,2/10/2023 10:00,762,455,412,attended,1,7/12/2022 10:22,7/1/2022 10:00,762,1015,4,5,5,5,4.75,Promoter,"At first, it boosted my confidence more than I expected, the breakout workshops during Ella Rises Annual Leadership Conference really clicked for me; This pushed me to apply for a related program! To be fair, the keynote talk during Ella Rises Annual Leadership Conference really clicked for me, I left with actionable next steps!",6/16/2022 14:29,762,558,Data Analyst,2/6/2030,,,,
763,riley.miller790@studentmail.org,Riley,Miller,2/2/2004 0:00,participant,801-523-5932,Lehi,UT,84894,Tech Apprenticeship,Both,,,,,,,763,7,Leadership Circle Meetup,8/15/2024 10:00,8/15/2024 12:00,Local Library,100,8/8/2024 10:00,763,456,483,attended,1,6/2/2024 10:20,5/29/2024 10:00,763,1018,4,5,5,5,4.75,Promoter,"In my opinion, the mentors were down-to-earth and answered real questions, the panel Q&A during Girls in STEAM Mentoring really clicked for me. Overall, there were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me.",5/18/2022 7:12,763,558,Customer Support Rep,2/6/2026,,,,
764,noah.perez792@studentmail.org,Noah,Perez,12/17/2002 0:00,participant,801-358-9247,Logan,UT,84224,Community Center,STEM,,,,,,,764,3,Girls in STEAM Mentoring,6/10/2025 10:00,6/10/2025 12:00,Ella Rises HQ,100,6/3/2025 10:00,764,457,583,attended,1,8/20/2025 10:27,8/8/2025 10:00,764,1019,4,5,4,5,4.5,Promoter,"The data activity during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program! I met people who want to collaborate on projects, the data activity during Robotics Lab Saturday really clicked for me. From my perspective, the organizers ran things smoothly even with a big crowd, the data activity during Robotics Lab Saturday really clicked for me. Surprisingly, the data activity during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school.",11/1/2025 12:06,764,559,Data Analyst,2/6/2030,,,,
765,mason.wright793@ellarises.org,Mason,Wright,12/11/2000 0:00,participant,801-278-2909,Taylorsville,UT,84472,Startup Lab,STEM,,,,,,,765,6,Data Science Study Group,7/3/2024 10:00,7/3/2024 12:00,Community Center Room A,100,6/26/2024 10:00,765,458,584,attended,1,11/24/2022 10:00,10/26/2022 10:00,765,1021,4,5,4,5,4.5,Promoter,"It boosted my confidence more than I expected, the coding challenges during Robotics Lab Saturday really clicked for me. Surprisingly, the pacing made complex ideas feel doable, the robot build during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend! The robot build during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. (wish there had been more time)!",10/2/2023 5:05,765,559,Customer Support Rep,2/6/2026,,,,
766,levi.thompson794@learners.net,Levi,Thompson,9/3/2005 0:00,participant,801-652-9570,Draper,UT,84143,North Summit High,Both,,,,,,,766,2,Robotics Lab Saturday,11/20/2021 10:00,11/20/2021 12:00,Virtual Zoom,100,11/13/2021 10:00,766,459,585,attended,1,9/3/2025 10:13,8/28/2025 10:00,766,1022,4,4,4,4,4,Passive,"In my opinion, there were concrete examples I can reuse at school, the coding challenges during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. In my opinion, I met people who want to collaborate on projects, the robot build during Robotics Lab Saturday really clicked for me.",11/27/2022 12:05,766,560,Data Analyst,2/6/2030,,,,
767,brooklyn.johnson795@ellarises.org,Brooklyn,Johnson,6/7/2013 0:00,participant,801-910-3332,West Jordan,UT,84132,Valley Charter,Arts,,,,,,,767,3,Girls in STEAM Mentoring,7/2/2024 10:00,7/2/2024 12:00,Community Center Room A,100,6/25/2024 10:00,767,460,213,attended,1,1/25/2025 10:10,1/9/2025 10:00,767,1023,5,5,2,5,4.25,Promoter,"Honestly, there were concrete examples I can reuse at school, the resume clinic during Leadership Circle Meetup really clicked for me; It was useful overall.  next time I'd bring a friend. The hands-on segment tied everything together, the panel Q&A during Leadership Circle Meetup really clicked for me; I'm curious to see how the next session improves.",7/17/2023 1:24,767,560,Customer Support Rep,2/6/2026,,,,
768,sofia.wilson796@studentmail.org,Sofia,Wilson,9/29/1999 0:00,participant,801-907-2830,Ogden,UT,84436,Westview High,Arts,,,,,,,768,8,Web Dev Bootcamp Night,12/6/2024 10:00,12/6/2024 12:00,Art Studio 2,100,11/29/2024 10:00,768,461,586,attended,1,7/21/2023 10:20,7/10/2023 10:00,768,1024,4,5,5,4,4.5,Passive,"To be fair, the mentors were down-to-earth and answered real questions, the mentor roundtable during Mentor Office Hours really clicked for me! The resume clinic during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend. The mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me; I left energized to keep learning!",3/3/2024 19:12,768,561,Data Analyst,2/6/2030,,,,
769,william.williams797@studentmail.org,William,Williams,4/22/2011 0:00,participant,801-875-9412,Logan,UT,84034,Westview High,Arts,,,,,,,769,1,Mentor Office Hours,11/7/2021 10:00,11/7/2021 12:00,Local Library,100,10/31/2021 10:00,769,461,587,attended,1,3/18/2023 10:03,2/17/2023 10:00,769,1025,4,5,5,4,4.5,Passive,"Honestly, the networking breakouts during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program. (snacks were a plus).",7/17/2022 2:13,769,561,Customer Support Rep,2/6/2026,,,,
770,avery.taylor798@ellarises.org,Avery,Taylor,12/4/2014 0:00,participant,801-883-1168,Ogden,UT,84309,East Ridge Middle,STEM,,,,,,,770,1,Mentor Office Hours,2/25/2024 10:00,2/25/2024 12:00,Local Library,100,2/18/2024 10:00,770,461,475,attended,1,5/26/2023 10:29,5/20/2023 10:00,770,1028,4,4,4,4,4,Passive,"The pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me  especially for beginners. Honestly, the gallery walk during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",11/1/2025 4:19,770,562,Data Analyst,2/6/2030,,,,
771,grace.nguyen799@studentmail.org,Grace,Nguyen,1/14/2000 0:00,participant,801-559-1479,Orem,UT,84687,North Summit High,Both,,,,,,,771,10,Monthly Art Studio Workshop,2/15/2024 10:00,2/15/2024 12:00,Local Library,100,2/8/2024 10:00,771,461,510,attended,1,5/25/2024 10:09,5/13/2024 10:00,771,1029,4,5,3,5,4.25,Promoter,"The mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me; It was useful overall!",1/9/2023 2:10,771,562,Customer Support Rep,2/6/2026,,,,
772,penelope.nguyen800@learners.net,Penelope,Nguyen,4/29/2009 0:00,participant,801-712-4962,Draper,UT,84165,Local Library,STEM,,,,,,,772,6,Data Science Study Group,5/14/2025 10:00,5/14/2025 12:00,Art Studio 2,100,5/7/2025 10:00,772,461,588,attended,1,9/21/2022 10:14,9/15/2022 10:00,772,1030,5,4,4,5,4.5,Promoter,"I left with actionable next steps, the mixed-media project during Monthly Art Studio Workshop really clicked for me; I'd definitely recommend this to a friend. (wish there had been more time). There were concrete examples I can reuse at school, the sketch warmups during Monthly Art Studio Workshop really clicked for me; I left energized to keep learning. The organizers ran things smoothly even with a big crowd, the color theory lesson during Monthly Art Studio Workshop really clicked for me; This was absolutely worth the time.",9/16/2022 18:11,772,563,Internship,9/29/2023,,,,
773,elizabeth.nguyen801@ellarises.org,Elizabeth,Nguyen,4/27/2004 0:00,participant,801-932-4138,Pleasant Grove,UT,84223,North Summit High,Both,,,,,,,773,1,Mentor Office Hours,12/25/2022 10:00,12/25/2022 12:00,Art Studio 2,100,12/18/2022 10:00,773,461,8,attended,1,10/5/2025 10:05,9/17/2025 10:00,773,1032,4,5,5,5,4.75,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions. Honestly, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend.  which surprised me in a good way. The networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school  especially for beginners!",11/17/2021 14:28,773,563,Middle School Diploma,9/25/2023,,,,
774,ava.miller802@studentmail.org,Ava,Miller,3/22/2006 0:00,participant,801-924-8777,Pleasant Grove,UT,84872,Art Studio,Both,,,,,,,774,3,Girls in STEAM Mentoring,4/26/2022 10:00,4/26/2022 12:00,Ella Rises HQ,100,4/19/2022 10:00,774,461,589,attended,1,3/3/2023 10:00,2/6/2023 10:00,774,1033,5,4,4,4,4.25,Passive,"The resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. The panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic.  which surprised me in a good way.",3/21/2022 13:20,774,564,Digital Illustration Certificate,8/10/2022,,,,
775,riley.lewis803@ellarises.org,Riley,Lewis,7/7/2007 0:00,participant,801-563-7219,Orem,UT,84855,Valley Charter,Both,,,,,,,775,3,Girls in STEAM Mentoring,8/22/2023 10:00,8/22/2023 12:00,Community Center Room A,100,8/15/2023 10:00,775,462,309,cancelled,0,,8/9/2023 10:00,775,1034,5,4,5,5,4.75,Promoter,"The data activity during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time! The coding challenges during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend. The coding challenges during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable; This was absolutely worth the time.",12/31/2022 22:20,775,564,BA in Studio Arts,5/19/2022,,,,
